wvl(micron) wvl_fullwidth(micron) depths depths_err_down depths_err_up
4.282068984794639377e+00 8.564137969589324939e-03 1.519555620322624555e-03 5.094807799418005098e-05 5.334584699148029390e-05
4.299231585936100331e+00 8.598463171872072763e-03 1.417230243007917183e-03 5.554435772271123687e-05 5.850366127667248401e-05
4.316462975058088958e+00 8.632925950116110414e-03 1.469142712082466447e-03 5.168330110686108342e-05 5.356496758665773249e-05
4.333763427863932982e+00 8.667526855727913926e-03 1.573423083734064830e-03 6.235795789260186698e-05 6.713719771925758331e-05
4.351133221161985531e+00 8.702266442324191331e-03 1.440367559004410375e-03 4.984595459530684179e-05 5.109009058535029710e-05
4.368572632870050043e+00 8.737145265740320355e-03 1.486369302716705190e-03 5.661803800578845000e-05 5.772073700630647779e-05
4.386081942019830038e+00 8.772163884039674286e-03 1.516544176559465494e-03 5.559700486960407890e-05 5.982090205290407930e-05
4.403661428761392216e+00 8.807322857522503767e-03 1.456655767730894542e-03 5.681969754402432462e-05 5.853556011741773292e-05
4.421311374367649982e+00 8.842622748735706750e-03 1.607319053134643235e-03 5.928393633327820670e-05 6.194310698730574665e-05
4.439032061238863847e+00 8.878064122477713482e-03 1.508978474099958523e-03 5.599540292509919815e-05 5.644451804322302130e-05
4.456823772907155146e+00 8.913647545814029627e-03 1.375336213129609887e-03 5.812204959678213593e-05 6.051749335900314303e-05
4.474686794041051741e+00 8.949373588082121245e-03 1.544207266450298589e-03 6.102381110902748584e-05 6.350745679319386042e-05
4.492621410450032826e+00 8.985242820899852489e-03 1.504988957352447389e-03 6.168418565509370291e-05 6.568421140493949659e-05
4.510627909089111043e+00 9.021255818178364194e-03 1.466782516672085349e-03 5.660923318690416609e-05 5.612496070141711389e-05
4.528706578063417254e+00 9.057413156126958853e-03 1.440615563331888206e-03 5.914096813171930271e-05 6.126613939964408275e-05
4.546857706632809304e+00 9.093715413265535119e-03 1.469848692110812616e-03 6.068670389590158251e-05 6.270477825347143435e-05
4.565081585216507420e+00 9.130163170433025499e-03 1.404592194779328380e-03 6.556155177523732185e-05 6.686135979320646772e-05
4.583378505397735836e+00 9.166757010795389959e-03 1.488081110159197558e-03 6.409435671574204127e-05 6.275256895113506372e-05
4.601748759928388388e+00 9.203497519856718156e-03 1.491961246505228104e-03 6.216749574733486914e-05 6.294382075757655091e-05
4.620192642733712773e+00 9.240385285467223042e-03 1.482556310874341568e-03 6.498209810772103930e-05 6.618896755361265271e-05
4.638710448917013451e+00 9.277420897833899005e-03 1.487075052025326350e-03 6.293054042475546537e-05 6.364062062491960040e-05
4.657302474764375866e+00 9.314604949528515476e-03 1.410450305828983173e-03 6.439245085388517996e-05 6.675115003341028158e-05
4.675969017749403989e+00 9.351938035499163249e-03 1.386156110817537155e-03 6.386335237476952202e-05 6.576409736509609071e-05
4.694710376537978291e+00 9.389420753076027637e-03 1.462656171451149614e-03 6.179726006338612763e-05 6.415930313898555938e-05
4.713526850993041251e+00 9.427053701986043421e-03 1.409861276036417999e-03 6.738301957758972751e-05 6.977227159953041822e-05
4.732418742179385518e+00 9.464837484359112096e-03 1.479129629725902968e-03 6.335048249642216483e-05 6.430502245797797042e-05
4.751386352368482058e+00 9.502772704736983655e-03 1.402253067255781029e-03 6.857991875706010440e-05 7.108623324140705383e-05
4.770429985043305621e+00 9.540859970086579267e-03 1.389991108674035842e-03 6.366898311144246123e-05 6.386817722179021373e-05
4.789549944903198408e+00 9.579099889806208523e-03 1.530672936440041461e-03 7.259060641331392682e-05 7.300007910379836687e-05
4.808746537868741733e+00 9.617493075737115760e-03 1.389047144053786285e-03 6.538407208575604799e-05 6.664456694438524505e-05
4.828020071086651654e+00 9.656040142173250018e-03 1.450342596219172421e-03 6.941559152358041471e-05 7.173576227905041820e-05
4.847370852934695051e+00 9.694741705869258652e-03 1.498069734375653264e-03 6.695341171376516601e-05 6.801771109192524781e-05
4.866799193026617232e+00 9.733598386053365914e-03 1.622942849155837924e-03 7.634063450040706701e-05 7.950996273364280699e-05
4.886305402217105076e+00 9.772610804434478382e-03 1.565727929223287773e-03 7.178466156434905440e-05 7.308094562842300333e-05
4.905889792606753730e+00 9.811779585213731281e-03 1.431173265432635067e-03 6.992721233539724046e-05 7.148652036979404804e-05
4.925552677547061720e+00 9.851105355094258442e-03 1.392648437054200359e-03 6.950118975725621097e-05 7.226649655949086146e-05
4.945294371645446496e+00 9.890588743290962270e-03 1.558989783091909451e-03 7.483618849365919815e-05 7.733663653826385010e-05
4.965115190770277742e+00 9.930230381540283702e-03 1.453597109460859479e-03 7.669844819786123360e-05 7.755129103190865883e-05
4.985015452055929330e+00 9.970030904111748526e-03 1.459798537326814985e-03 7.995435748316805449e-05 8.169794525043874071e-05
5.004995473907857928e+00 1.000999094781596099e-02 1.373630122731392790e-03 7.377676341801091557e-05 7.761633892169132721e-05
5.025055576007688707e+00 1.005011115201526195e-02 1.428066492421317451e-03 7.829313714644130240e-05 8.182646458904719092e-05
5.045196079318341020e+00 1.009039215863660743e-02 1.685861919756283592e-03 7.598352444658854066e-05 8.181225300167399540e-05
5.065417306089155858e+00 1.013083461217823000e-02 1.413502930591037897e-03 7.725264544465934710e-05 7.584181951012174507e-05
5.085719579861056161e+00 1.017143915972251733e-02 1.542684819040158290e-03 8.510571392874116355e-05 8.754441007943284119e-05
5.106103225471722240e+00 1.021220645094356172e-02 1.462821944595715448e-03 7.224324399455376124e-05 7.206038939541604244e-05
5.126568569060786729e+00 1.025313713812137095e-02 1.425109910928132329e-03 7.934544231806483160e-05 7.942672388554609128e-05
5.147115938075058850e+00 1.029423187614986190e-02 1.441215342932821494e-03 8.262279707638667421e-05 8.367522072145189955e-05
5.167745661273755786e+00 1.033549132254751868e-02 1.422578502908766361e-03 1.092533036209710899e-04 1.118478946112793179e-04
