wvl(micron) wvl_fullwidth(micron) depths depths_err_down depths_err_up
4.390463027594892154e+00 4.390463027594826428e-03 1.524713640815689598e-03 7.757923477608748405e-05 7.903004750201193416e-05
4.399252743365853036e+00 4.399252743366055540e-03 1.399852609727575761e-03 7.937650266945745707e-05 7.876813030843270679e-05
4.408060056165384211e+00 4.408060056165119533e-03 1.533377449341406795e-03 8.087485230610848719e-05 8.405847778581133575e-05
4.416885001222771834e+00 4.416885001222947693e-03 1.611015128716492906e-03 9.046301195971222350e-05 9.209070586305964689e-05
4.425727613837832308e+00 4.425727613837526775e-03 1.606644761061295102e-03 7.719955421892866153e-05 8.062987697248371699e-05
4.434587929381050841e+00 4.434587929381006433e-03 1.536268657272314188e-03 7.603158749940233500e-05 7.814126184821086184e-05
4.443465983293726218e+00 4.443465983293926058e-03 1.495588925608674728e-03 8.116945600615378480e-05 8.041546492054705631e-05
4.452361811088108468e+00 4.452361811088323407e-03 1.359597180199854753e-03 7.915604545850684444e-05 8.053309059687358657e-05
4.461275448347544526e+00 4.461275448347734596e-03 1.414620182796789537e-03 8.387557093985674515e-05 8.542742365253522014e-05
4.470206930726618566e+00 4.470206930726750016e-03 1.482445306571167961e-03 8.162885419863444509e-05 8.291994339338922915e-05
4.479156293951296774e+00 4.479156293951014334e-03 1.628435489282262401e-03 8.635626825571496182e-05 8.829460911452839331e-05
4.488123573819066792e+00 4.488123573819002843e-03 1.580097512305732700e-03 9.218835528510979595e-05 9.634919207589432875e-05
4.497108806199085151e+00 4.497108806198912845e-03 1.485713600587908016e-03 7.869558343294653143e-05 8.019067426503784929e-05
4.506112027032315837e+00 4.506112027032216361e-03 1.418433679686906344e-03 8.330443717920134241e-05 8.236659312338210487e-05
4.515133272331679493e+00 4.515133272331883774e-03 1.516785314883951690e-03 8.006643431290320272e-05 8.119144422215460091e-05
4.524172578182193760e+00 4.524172578182383830e-03 1.456034201618195811e-03 8.452533048214746136e-05 8.486137871655654110e-05
4.533229980741117160e+00 4.533229980741015908e-03 1.432109089169058191e-03 8.431238556240050355e-05 8.525763950833125998e-05
4.542305516238096530e+00 4.542305516238354102e-03 1.499785761681053740e-03 8.617479899314016911e-05 8.825484807562155524e-05
4.551399220975310911e+00 4.551399220975138604e-03 1.460467639898431350e-03 8.025769211984675995e-05 8.301916444608787671e-05
4.560511131327613654e+00 4.560511131327604772e-03 1.422678976320253729e-03 8.895213603612828299e-05 9.167745687290545749e-05
4.569641283742683413e+00 4.569641283742598148e-03 1.404526527558888410e-03 8.842266737464808614e-05 9.100598304136470076e-05
4.578789714741167138e+00 4.578789714741127170e-03 1.461334069747493268e-03 8.704915140960750748e-05 8.896338031545173374e-05
4.587956460916824852e+00 4.587956460917030910e-03 1.535141312915432781e-03 8.602131829594756392e-05 8.513149242996458424e-05
4.597141558936678862e+00 4.597141558936979067e-03 1.390724408208919008e-03 8.579421480595640051e-05 8.730512566144685662e-05
4.606345045541157646e+00 4.606345045541360150e-03 1.614961480907001331e-03 8.423462519099728638e-05 8.604011984054786826e-05
4.615566957544243287e+00 4.615566957544281479e-03 1.485878145416203106e-03 8.645695538245386745e-05 8.866183422543845428e-05
4.624807331833620694e+00 4.624807331833569179e-03 1.493584402663157432e-03 8.922489347609039345e-05 8.949923540677806003e-05
4.634066205370825031e+00 4.634066205370768188e-03 1.480680306772950636e-03 8.520254019783792009e-05 8.683227871385498548e-05
4.643343615191387386e+00 4.643343615191586338e-03 1.502622859062919657e-03 8.900318825623636622e-05 9.113377895260113472e-05
4.652639598404984866e+00 4.652639598405006183e-03 1.535625362207509960e-03 9.560538438343433318e-05 9.818926615125238191e-05
4.661954192195585378e+00 4.661954192195505442e-03 1.337133909149931885e-03 8.489663559918715499e-05 8.637820071475997639e-05
4.671287433821602164e+00 4.671287433821280644e-03 1.390854325986838613e-03 8.709470630797922928e-05 9.129901236885380614e-05
4.680639360616039468e+00 4.680639360616467570e-03 1.401272874890141518e-03 9.036163031523162007e-05 9.252782399964471134e-05
4.690010009986642636e+00 4.690010009986700368e-03 1.483706106860995530e-03 8.760962644025708373e-05 8.844867594828831336e-05
4.699399419416044665e+00 4.699399419415772883e-03 1.448328377051674417e-03 8.961497780584401062e-05 9.286683261748434617e-05
4.708807626461922524e+00 4.708807626461641860e-03 1.361233231134548020e-03 9.017711054368833957e-05 9.038616153828253163e-05
4.718234668757141037e+00 4.718234668757315120e-03 1.470539262113490942e-03 9.647525594764388458e-05 9.785453449888016218e-05
4.727680584009908316e+00 4.727680584009963383e-03 1.447675605313521359e-03 8.877610183841883366e-05 8.812613938805069231e-05
4.737145410003922308e+00 4.737145410004028889e-03 1.524140713165353595e-03 9.241670315771445890e-05 9.185772687028870189e-05
4.746629184598525342e+00 4.746629184598560869e-03 1.430594055500525276e-03 9.466441358267867060e-05 9.885868696442301744e-05
4.756131945728852450e+00 4.756131945728547805e-03 1.384192200141979830e-03 9.313336453208582283e-05 9.570102575918108107e-05
4.765653731405986804e+00 4.765653731405805615e-03 1.318883674820763800e-03 9.005274395137585644e-05 9.014330322629760775e-05
4.775194579717109811e+00 4.775194579717201293e-03 1.464547704725408742e-03 8.859468104409764860e-05 9.233800286560659223e-05
4.784754528825652997e+00 4.784754528825541087e-03 1.618470486457268889e-03 9.983573284233894594e-05 1.000479370884304659e-04
4.794333616971449885e+00 4.794333616971346856e-03 1.440000516819467955e-03 9.601643444524552242e-05 9.480724453426500446e-05
4.803931882470891424e+00 4.803931882470635628e-03 1.377502996799889225e-03 9.172556314515620582e-05 9.084450027965540247e-05
4.813549363717078755e+00 4.813549363716695950e-03 1.423523196211201472e-03 9.330775052252086041e-05 9.659231042706668770e-05
4.823186099179975983e+00 4.823186099180087894e-03 1.449250513717903954e-03 9.857938478890670346e-05 1.030681820825623895e-04
4.832842127406562938e+00 4.832842127406866695e-03 1.480029839835492276e-03 9.696003434989430077e-05 9.738179913465682617e-05
4.842517487020989719e+00 4.842517487020803202e-03 1.490931252206893418e-03 9.530686092723759354e-05 9.657290339236068396e-05
4.852212216724735683e+00 4.852212216724716143e-03 1.521024202603801518e-03 9.565041198562591971e-05 9.726957970530256689e-05
4.861926355296756874e+00 4.861926355296475322e-03 1.545592575407825483e-03 9.824493067237182679e-05 1.028281776817314687e-04
4.871659941593646792e+00 4.871659941593886600e-03 1.686079405939044581e-03 1.017840183533660816e-04 1.051794210763654298e-04
4.881413014549790930e+00 4.881413014549806917e-03 1.502497659071034934e-03 9.513835662236942150e-05 9.788302449972547477e-05
4.891185613177517766e+00 4.891185613177473357e-03 1.640147919402963703e-03 1.004861201472721495e-04 1.059602591383938033e-04
4.900977776567263078e+00 4.900977776567394528e-03 1.396401387156140069e-03 9.783099852603060814e-05 1.008392979898964045e-04
4.910789543887718267e+00 4.910789543887794650e-03 1.479287975812834752e-03 9.709895904692849948e-05 9.657716329414888054e-05
4.920620954385992007e+00 4.920620954386389911e-03 1.368651412005851987e-03 9.879197666783549696e-05 1.026742734758560286e-04
4.930472047387766565e+00 4.930472047387723933e-03 1.430793172369514577e-03 9.849691203286199334e-05 9.995829187948426699e-05
4.940342862297452342e+00 4.940342862297608661e-03 1.678372250566091120e-03 1.070139725393878761e-04 1.106945774888419917e-04
4.950233438598347746e+00 4.950233438598239388e-03 1.437273833846223819e-03 9.803735580048913848e-05 1.033384745429543759e-04
4.960143815852799065e+00 4.960143815853079730e-03 1.563546503594262721e-03 1.042910639514457234e-04 1.049017417486379521e-04
4.970074033702355010e+00 4.970074033702420735e-03 1.329412273281069083e-03 1.027779633626566512e-04 1.032796845159198156e-04
4.980024131867924808e+00 4.980024131867821779e-03 1.502203406456094174e-03 1.140681198450690150e-04 1.207605721639202221e-04
4.989994150149942520e+00 4.989994150149890118e-03 1.445835771373169681e-03 1.049713743126016069e-04 1.061078858465759763e-04
4.999984128428520691e+00 4.999984128428724972e-03 1.402061286818318897e-03 1.086974958833301593e-04 1.115344502578127707e-04
5.009994106663613778e+00 5.009994106663473445e-03 1.386408510816293125e-03 1.027084349171106736e-04 1.045147275740339484e-04
5.020024124895171802e+00 5.020024124894995055e-03 1.545233414777056257e-03 1.087922673200053899e-04 1.105424564255578980e-04
5.030074223243310882e+00 5.030074223243641285e-03 1.328024966884572321e-03 1.072618110788407293e-04 1.094158470784430560e-04
5.040144441908462447e+00 5.040144441908367412e-03 1.776516797272390371e-03 1.110079004802204486e-04 1.145155899006688099e-04
5.050234821171542876e+00 5.050234821171617483e-03 1.594204009620319839e-03 1.054378651425767733e-04 1.094213162015549246e-04
5.060345401394108933e+00 5.060345401394439335e-03 1.423340582547130044e-03 1.068025851409789629e-04 1.093408340647961991e-04
5.070476223018521189e+00 5.070476223018260953e-03 1.445943432477196514e-03 1.064268130953957282e-04 1.077797956241552895e-04
5.080627326568107449e+00 5.080627326567999091e-03 1.555802741427288064e-03 1.083416749033825954e-04 1.122665514257066495e-04
5.090798752647322623e+00 5.090798752647174297e-03 1.511959457841850155e-03 1.166222645059273021e-04 1.177300234131653810e-04
5.100990541941911260e+00 5.100990541941907708e-03 1.477410479858823648e-03 1.045736772208471393e-04 1.086014310556340708e-04
5.111202735219072757e+00 5.111202735219144699e-03 1.499094617475566198e-03 1.010361611164892497e-04 1.020923403616245294e-04
5.121435373327619445e+00 5.121435373327543061e-03 1.546882091730994186e-03 1.082137487977209337e-04 1.123742985866449162e-04
5.131688497198145349e+00 5.131688497198361176e-03 1.332926308520209066e-03 1.102491066228385500e-04 1.116005270547460403e-04
5.141962147843186060e+00 5.141962147842793485e-03 1.491344227909153055e-03 1.131561237168617865e-04 1.172055197017589227e-04
5.152256366357386597e+00 5.152256366357299555e-03 1.412881143026343536e-03 1.236250130484571814e-04 1.244490264974530496e-04
5.162571193917662171e+00 5.162571193917830925e-03 1.416315061401736798e-03 1.274451617243905902e-04 1.280143966625354437e-04
5.172906671783362498e+00 5.172906671783383814e-03 1.451398702088808976e-03 2.019760580870426684e-04 2.105098001595198057e-04
